Year,Birth_year,City,SBD,maths,Literature,Physics,Chemistry,Biology,Eng
2018,2000,Da Nang,4002072,5.4,4.25,3.75,3.75,5.75,6.2
2018,2000,Da Nang,4002079,3.6,4.5,4.25,3.75,4.5,3.8
2018,2000,Da Nang,4002084,4.4,4,6,5.75,7,4.8
2018,2000,Da Nang,4008560,5,4,4.5,3.75,3.5,
2018,2000,Da Nang,4008565,4,2.5,3,3.25,2.75,2.4
2018,2000,Da Nang,4008571,4.8,5.5,6.75,4.5,4.25,5.4
2018,2000,Da Nang,4000993,4.6,6,3.75,3,4.5,4.6
2018,2000,Da Nang,4001005,6.2,5,7.75,7.25,4.5,
2018,2000,Da Nang,4001009,7.6,6.25,5.75,9.25,7.75,6
2018,2000,Da Nang,4001020,2.8,3,4.5,5,5.25,
2018,2000,Da Nang,4000828,3,2.25,4.75,6,5.25,
2018,2000,Da Nang,4000839,3.6,1.75,8,7.5,5.25,
2018,2000,Da Nang,4000851,2,2.5,2.25,2.5,3.75,
2018,2000,Da Nang,4000859,2.4,1.5,4.25,2.5,4.5,
2018,2000,Da Nang,4001001,2.8,4.25,1.5,3.5,3.5,
2018,2000,Da Nang,4000695,3.8,5.5,3,2.25,2.75,
2018,2000,Da Nang,4001041,3.4,4.25,1.25,1.5,3.25,2.6
2018,2000,Da Nang,4001066,5.6,5,3,2.75,3.75,4.4
2018,2000,Da Nang,4002293,5.2,6,6,3.75,4.25,7.8
2018,2000,Da Nang,4002299,6.6,7,6,6.75,4,6.6
2018,2000,Da Nang,4002306,5.4,7,3,4.25,4,4.4
2018,2000,Da Nang,4001901,6,3,7.25,4.75,3,4.6
2018,2000,Da Nang,4001911,6,4,7,5.5,6,3.8
2018,2000,Da Nang,4001903,6.8,4.25,3,5,4,4.2
2018,2000,Da Nang,4001909,6.8,3.25,3.5,4.25,4.75,6.2
2018,2000,Da Nang,4001917,5.8,5.75,5.5,5,2.75,7.8
2018,2000,Da Nang,4003169,5.6,3.75,6.5,5.75,4,2.8
2018,2000,Da Nang,4003175,6.6,6,6,6,4.5,5.8
2018,2000,Da Nang,4003180,4.4,2.5,5.5,2.75,4.25,1.8
2018,2000,Da Nang,4003185,5.4,3.25,5.5,4,3,5.4
2018,2000,Da Nang,4003194,6,7,3.5,1.75,3.5,3.8
2018,2000,Da Nang,4003201,6.2,3.25,4,2,2.25,3.6
2018,2000,Da Nang,4003208,4.4,5.25,6.5,5,4.25,2.8
2018,2000,Da Nang,4003215,7.6,4.5,3.75,6,4,7
2018,2000,Da Nang,4003223,5.8,5.25,3,6.75,6.75,2.6
2018,2000,Da Nang,4008591,5.4,5.25,6,4.5,3.5,8.8
2018,2000,Da Nang,4008611,4.4,4.5,6,2.75,3.25,2.2
2018,2000,Da Nang,4008618,3.8,4,5.75,5,4,3.4
2018,2000,Da Nang,4004886,3.8,5,3.25,3.25,2.75,3.2
2018,2000,Da Nang,4004762,6.8,5.5,7.25,4,4.25,3.6
2018,2000,Da Nang,4004795,4.2,6,6.5,5.25,3.75,2.4
2018,2000,Da Nang,4004804,6.6,5,,,,3
2018,2000,Da Nang,4004817,6.8,5.5,5,4.25,5.5,3.8
2018,2000,Da Nang,4004826,2.8,2.25,3.5,1,3,1.6
2018,2000,Da Nang,4009981,6,5.75,6.5,5.25,5.5,8
2018,2000,Da Nang,4009987,5.4,4,5,5.75,4.75,2.6
2018,2000,Da Nang,4009993,6,4.25,3.25,2.5,2.5,8.2
2018,2000,Da Nang,4010007,5.8,6,7,4,4.75,5
2018,2000,Da Nang,4010011,5.2,4.5,4.25,5,5,3.4
2018,2000,Da Nang,4010013,7.2,4,3.75,3.25,5.25,4.4
2018,2000,Da Nang,4010019,5.4,4.5,7.25,5.25,4.25,3.2
2018,2000,Da Nang,4010029,4.8,5.25,4,4.25,4.5,4.2
2018,2000,Da Nang,4010179,5,3.5,7,7,4.25,2.4
2018,2000,Da Nang,4010191,5.8,5,4.25,5.5,3.75,5
2018,2000,Da Nang,4010210,4,5.25,2,5.25,4.5,3.4
2018,2000,Da Nang,4010212,4.6,6.5,5.25,4.5,4.25,5.2
2018,2000,Da Nang,4010216,5.4,2.5,6,4,4.75,2.6
2018,2000,Da Nang,4010219,4,5,5,3.5,3.5,4.8
2018,2000,Da Nang,4010222,6.2,5.5,4.75,5,4.5,3.2
2018,2000,Da Nang,4010231,5.6,3.25,4.25,5.75,3.5,7.2
2018,2000,Da Nang,4005745,5.4,3.75,3.75,3.25,4,3
2018,2000,Da Nang,4005753,5.8,5.25,6.75,6.25,3,3
2018,2000,Da Nang,4005755,5.8,3,6.5,4,3.75,3.8
2018,2000,Da Nang,4005757,5,4.75,4.75,4,4,3
2018,2000,Da Nang,4005759,4.8,3.25,4,5.75,3,3.6
2018,2000,Da Nang,4005775,5.8,5.5,4.75,5.25,2.5,3.2
2018,2000,Da Nang,4005783,6,6.5,5.75,3,4,4.8
2018,2000,Da Nang,4005760,6.2,3,2.25,3.5,5.25,3.8
2018,2000,Da Nang,4005769,6.8,6.25,5.25,6.25,6,9
2018,2000,Da Nang,4010584,7.6,,5.75,6.5,4.5,5.8
2018,2000,Da Nang,4010595,6.4,,4.5,3.25,4.25,5.2
2018,2000,Da Nang,4010605,4.4,5.5,4.75,5.5,5.25,5.2
2018,2000,Da Nang,4005927,4.2,4.5,7,7.75,6,3.6
2018,2000,Da Nang,4005912,5.2,5.25,7.5,6.25,5.25,2.2
2018,2000,Da Nang,4006185,2.6,5.5,7.75,6.25,4.25,4.2
2018,2000,Da Nang,4006196,4.4,5.75,2.25,3.75,3.25,2.8
2018,2000,Da Nang,4006203,7.2,4.25,4.75,3.25,4,3.4
2018,2000,Da Nang,4008119,6,6.25,3.5,6,5.5,5
2018,2000,Da Nang,4008126,7.4,5.25,6.75,6,3.5,3.6
2018,2000,Da Nang,4008131,6.2,6,3.5,6.5,5.5,6.2
2018,2000,Da Nang,4008137,7,6,7.75,6.25,5.5,5.4
2018,2000,Da Nang,4007568,7,5,3.25,6.25,6.25,6.2
2018,2000,Da Nang,4007571,5.2,5.5,5.75,5,4,4.8
2018,2000,Da Nang,4007584,6.4,2.75,4,7,8,6.8
2018,2000,Da Nang,4007588,6.6,6.5,5.25,6.5,7.25,7.8
2018,2000,Da Nang,4007593,7.6,6.25,3,6.75,6.5,7.8
2018,1997,Da Nang,4007599,6,5,7.25,3.75,2.25,3.4
2018,1999,Da Nang,4007606,6,5,6.5,3.75,4.75,7
2018,1999,Da Nang,4007612,6,4,4,7.5,8,7.2
2018,1999,Da Nang,4007629,5.2,7,5.5,5.25,4.25,4.6
2018,1999,Da Nang,4007632,7.2,4.5,6.25,6,5.75,6.8
2018,1999,Da Nang,4008018,6.8,5.5,6,6.5,3.75,7.8
2018,1999,Da Nang,4008192,5,8.5,2.25,3.5,3.25,6.4
2018,1999,Da Nang,4008208,6,6.5,6.5,5.25,3.5,7.8
2018,2000,Da Nang,4008211,2.2,4.5,6.5,7.25,5.75,3.2
2018,2000,Da Nang,4008274,6.4,3.75,7.75,3,2.25,3.8
2018,2000,Da Nang,4008276,5.8,2,3,4.75,5.5,5.2
2018,2000,Da Nang,4007710,7,6,7,4.25,3.25,6
2018,2000,Da Nang,4007729,6.2,4.5,5.25,5.5,5,5.8
2018,2000,Da Nang,4007734,6,2.75,3.75,3.25,3,2.6
2018,2000,Da Nang,4007738,5.6,3,4.5,8.5,8.25,5.8
2018,2000,Da Nang,4003243,6.4,6.75,6.75,4,3.25,6.4
2018,2000,Da Nang,4003246,5.2,5,6,5.5,4.5,4
2018,2000,Da Nang,4003248,6,5,5,5.5,3.75,3.8
2018,2000,Da Nang,4003250,5.2,7.5,5,5.25,4.25,4.6
2018,2000,Da Nang,4003251,6,5.5,4.5,6,4.25,3.8
2018,2000,Da Nang,4003254,3,4,3.75,5.25,2,3.2
2018,2000,Da Nang,4003255,5.2,3.5,3.5,4.5,3.25,3.6
2018,2000,Da Nang,4003265,6.6,3,2.5,4,4.25,2.2
2018,2000,Da Nang,4003269,6,5,2,2.5,2,5.8
2018,2000,Da Nang,4003274,5.2,3.75,7.25,7,3.75,4
2018,2000,Da Nang,4003277,5.6,5,4.5,4.75,3.25,4
2018,2000,Da Nang,4003283,5,3,4.25,3.75,3.75,2.6
2018,2000,Da Nang,4003285,6.4,4.5,4,3.25,5,4
2018,2000,Da Nang,4008654,4,4.75,4.25,5,4.25,2
2018,2000,Da Nang,4008655,3.4,4.5,2.75,2.75,3,1.6
2018,2000,Da Nang,4008638,3.8,4.5,6.75,6.5,4,6.2
2018,2000,Da Nang,4000383,6.4,6,1.5,4,4.25,3.8
2018,2000,Da Nang,4000402,6.4,5,3.5,4.25,4.5,6.4
2018,2000,Da Nang,4000386,6,6,4,3.75,2.75,6.6
2018,2000,Da Nang,4000640,3,2.25,7,5.5,6.25,
2018,2000,Da Nang,4000658,2.2,4,5.5,3.25,2.75,
2018,2000,Da Nang,4000699,2.4,2.5,5.25,4.25,4.5,
2018,2000,Da Nang,4002103,4.8,6.75,6.5,6,5,3.2
2018,2000,Da Nang,4002106,5.8,6.25,4.25,4.25,3.75,4.6
2018,2000,Da Nang,4002078,4.6,3.5,7.25,7.25,3.25,2
2018,2000,Da Nang,4002080,5.4,5.5,3,4.25,3.25,6
2018,2000,Da Nang,4002082,6.4,5.5,6,2.75,3,7.6
2018,2000,Da Nang,4002086,7.2,4.5,4,2.5,4,2.4
2018,2000,Da Nang,4002088,5.8,3,6.25,4.25,4.5,2.2
2018,2000,Da Nang,4002090,6,4,5.25,4,6.5,5.4
2018,2000,Da Nang,4002075,6.2,6,5.5,7,3,6.2
2018,2000,Da Nang,4002520,4.4,4,5.75,6.5,3,2.6
2018,2000,Da Nang,4002529,6,5.5,7.75,5,4.5,8
2018,2000,Da Nang,4002536,5.8,4.5,4,3.75,3.5,4
2018,2000,Da Nang,4002542,7.4,3.5,3.25,3,2.75,7.2
2018,2000,Da Nang,4002548,4.2,2.5,6.5,4.75,4.75,4.2
2018,2000,Da Nang,4008880,7.4,7,4,5,4,5.8
2018,2000,Da Nang,4008882,6,6,8.25,4,2.5,
2018,2000,Da Nang,4008885,5,6.75,4,3.25,5,7.2
2018,2000,Da Nang,4001974,6.8,4.25,4.5,4.5,4.5,4
2018,2000,Da Nang,4001986,5.6,5,2,6,6.5,4.6
2018,2000,Da Nang,4002022,5.6,3.5,6.75,6,4,3.2
2018,2000,Da Nang,4002027,6.2,4.25,6.25,4.5,3.75,3.6
2018,2000,Da Nang,4002035,6.6,5.25,3.75,7,5.75,2.6
2018,2000,Da Nang,4002041,6.2,3,4.75,5,4.5,5.6
2018,2000,Da Nang,4002049,6.4,3.5,5.75,3.75,5,3.8
2018,2000,Da Nang,4002054,7.2,5.25,7,5.75,3.75,7.6
2018,2000,Da Nang,4002131,6,3.5,4.5,2,2.75,2.6
2018,2000,Da Nang,4002136,6.4,5,5.25,4.75,3.75,6.2
2018,2000,Da Nang,4002147,6.8,6.5,5,5.25,4.75,8.4
2018,2000,Da Nang,4002153,6.4,6.25,6,6,4.5,2.8
2018,2000,Da Nang,4002160,5.8,4.5,8.25,2.75,6.25,3.8
2018,2000,Da Nang,4002141,4.8,4.5,6,2.25,5,3.4
2018,2000,Da Nang,4001104,4,4,6.5,6.25,4,2.2
2018,2000,Da Nang,4001237,4.4,4.25,4.25,1.75,4.5,4.2
2018,2000,Da Nang,4001242,3.8,5.25,2.25,2.25,3.25,3
2018,2000,Da Nang,4002260,5.4,4.5,6,5.25,4.25,4
2018,2000,Da Nang,4002270,3.4,5,7.25,3.75,3.25,3.8
2018,2000,Da Nang,4002276,6.6,5,7,7.5,5.5,5.2
2018,2000,Da Nang,4002262,5,5.25,6.5,5.75,4.5,2.6
2018,2000,Da Nang,4002264,6.8,6.25,5,4.5,3.25,4.4
2018,2000,Da Nang,4002268,7.2,7,7,3.5,4.75,6.8
2018,2000,Da Nang,4002271,3.2,4.75,6,7.25,3.75,5.2
2018,2000,Da Nang,4002277,4,5,4,7.75,7.25,6.6
2018,2000,Da Nang,4002283,6.6,3,2.75,5.25,2.75,4.6
2018,2000,Da Nang,4002298,6.6,2.75,4.25,3.25,4,5.8
2018,2000,Da Nang,4002304,5.2,6.25,4,4,5.25,3.2
2018,2000,Da Nang,4002286,6.4,5,7.75,8.5,5,6.2
2018,2000,Da Nang,4002289,5.6,4,5,4.75,3,6.6
2018,2000,Da Nang,4002764,5.6,4.5,4.75,4.5,4,2.8
2018,2000,Da Nang,4000023,5.4,6.25,5.5,5,2.25,4.8
2018,2000,Da Nang,4000003,5,3.25,6,4.75,4.5,2.8
2018,2000,Da Nang,4004860,4,5,5.5,6.25,4,3.2
2018,2000,Da Nang,4004870,6.6,6.25,1.75,1.5,3.75,3
2018,2000,Da Nang,4005444,3.8,4.25,1.75,2.75,3,2.4
2018,2000,Da Nang,4005509,5.4,7.75,3.25,4,5,3.4
2018,2000,Da Nang,4005517,2.2,5.5,4,5.25,5,2.2
2018,2000,Da Nang,4010277,6.6,4.5,3.75,3.5,4.25,4.8
2018,2000,Da Nang,4010280,4.6,3.5,4.25,3,2.75,2.6
2018,2000,Da Nang,4010287,3.6,1.5,6.75,4.25,5,5.4
2018,2000,Da Nang,4010001,5.6,4,6.75,5.5,5.25,3
2018,2000,Da Nang,4010015,5.4,4.5,2.75,3,4,5.6
2018,2000,Da Nang,4010021,6.2,5,3,3.75,3,5.6
2018,2000,Da Nang,4010025,5,5.75,4,3.5,4.75,5.8
2018,2000,Da Nang,4010047,5.6,7,3,6.25,2.5,4.4
2018,2000,Da Nang,4010048,6.8,6.5,7,7.25,4.5,7.6
2018,2000,Da Nang,4010052,3.6,3,2,5.25,3.25,2.4
2018,2000,Da Nang,4010062,6.4,4.5,4.5,3.5,3.25,5
2018,2000,Da Nang,4010070,4.2,2.5,6.25,4.5,4.5,2.2
2018,2000,Da Nang,4010083,5.4,6.5,2.25,4,4.75,6
2018,2000,Da Nang,4010092,4.8,4,4.25,5.25,2.75,3.6
2018,2000,Da Nang,4006031,5.4,5.75,7.25,6,3.5,3
2018,2000,Da Nang,4006033,4.6,3,7,4.75,3,3.8
2018,2000,Da Nang,4006035,5.4,7.75,3.5,4.25,3.5,4.8
2018,2000,Da Nang,4005941,4.2,5,5.25,5.75,3,2
2018,2000,Da Nang,4005947,5.8,2.75,4.5,3.5,2.5,2.6
2018,2000,Da Nang,4005966,5,6.75,6.5,4,4,2.4
2018,2000,Da Nang,4005972,6.8,5,3.5,4.75,3.5,5.8
2018,2000,Da Nang,4005974,2.4,2,4.5,4.5,2.5,2.6
2018,2000,Da Nang,4005955,8.8,3.5,2.25,3.25,3.5,3.8
2018,2000,Da Nang,4005959,5,5.75,6.75,5.75,3.5,3.6
2018,2000,Da Nang,4005984,5.2,3,2.5,2.25,4.75,3.6
2018,2000,Da Nang,4006000,7,6,6.5,7.5,2.5,3.4
2018,2000,Da Nang,4005998,3.6,4,3.75,3,2.75,2.8
2018,2000,Da Nang,4006001,5.8,6.75,5,4.75,4.5,5.6
2018,2000,Da Nang,4006021,5.8,5.75,7.25,6.5,5.75,4.6
2018,2000,Da Nang,4006010,8.2,5,3.5,3,4,7.2
2018,2000,Da Nang,4006012,8.2,5.5,4,5.5,3.75,4.8
2018,2000,Da Nang,4006347,4.6,5,5,4.75,5,2.8
2018,2000,Da Nang,4006358,5.2,5.25,5.75,3.75,4,5.6
2018,2000,Da Nang,4008020,7.6,6,8.25,7.75,4,6
2018,2000,Da Nang,4008022,7,5.5,,,,3.4
2018,2000,Da Nang,4008000,6,7.25,5,2.25,2.75,7
2018,2000,Da Nang,4008002,6.4,5.25,6.75,8,3.75,6.2
2018,2000,Da Nang,4008014,5.6,4.25,7.25,7,5.5,3.4
2018,2000,Da Nang,4008024,7.2,6.75,5,7.75,7.25,5.2
2018,2000,Da Nang,4008026,6.8,7,5.75,6.25,4.5,3.2
2018,2000,Da Nang,4008028,7.4,5.5,4.5,5.25,1.5,7.4
2018,2000,Da Nang,4008032,5.4,4.5,2.25,8.25,7,6.8
2018,2000,Da Nang,4008034,5.6,6.25,5.5,5.5,3.75,6.8
2018,2000,Da Nang,4008036,6,5.5,3.75,8.75,7.75,2.8
2018,2000,Da Nang,4008038,5.6,6,4.25,6.5,4.5,2.4
2018,2000,Da Nang,4008042,7.4,5.75,7,2.5,3.75,8.4
2018,2000,Da Nang,4008044,6.6,7.25,6.25,5.5,5.5,6
2018,2000,Da Nang,4008045,7.4,5.75,5.75,3.75,4.5,3.8
2018,2000,Da Nang,4008040,6,7.75,7,6.5,5,6.6
2018,2000,Da Nang,4008359,8,4.5,6,4.5,2.75,7.8
2018,2000,Da Nang,4007742,5.6,8,8,6,3.5,6.8
2018,2000,Da Nang,4007751,5.6,2.5,4,5.5,4.5,7.2
2018,2000,Da Nang,4007763,6.2,5,7.25,5.75,6,8.8
2018,2000,Da Nang,4007767,7.2,5,6.25,7,5.5,7.4
2018,2000,Da Nang,4007769,6.8,3,4.75,3,4.25,6.6
2018,2000,Da Nang,4007778,7.2,4.25,6.75,4.25,4.5,2.4
2018,2000,Da Nang,4007784,8.2,5,4.25,7.5,6,4.8
2018,2000,Da Nang,4007802,7.6,4.75,5.25,3.75,3,6.6
2018,2000,Da Nang,4007808,6.2,5.5,3.25,7.25,8,2.4
2018,2000,Da Nang,4007811,6.8,7.5,8.25,9,4.25,7.6
2018,2000,Da Nang,4007813,4.8,6.5,6.75,5.75,3,6.2
2018,2000,Da Nang,4007688,6.2,4.5,6.5,2.75,3.5,6.8
2018,2000,Da Nang,4007692,5.8,4.5,4.75,5.75,4.75,3.8
2018,2000,Da Nang,4007694,7.4,5,5.75,5.25,3.75,3.4
2018,2000,Da Nang,4007696,4.6,6,3.5,5.75,5,7
2018,2000,Da Nang,4007704,5.6,4,4,6.75,4.75,3.6
2018,2000,Da Nang,4007719,5.8,4.5,6.5,7,3.25,7.6
2018,2000,Da Nang,4008641,5.4,7,6,7.75,5,5.8
2018,2000,Da Nang,4008644,6,8,3.5,4.5,5.25,8.4
2018,2000,Da Nang,4008647,5.6,6.75,4,4.75,4.25,6.6
2018,2000,Da Nang,4000394,7.6,5,4.25,4.5,4,3.2
2018,2000,Da Nang,4000398,6.6,3.5,4.5,4.5,6.5,3.4
2018,2000,Da Nang,4000400,5,2.75,4.75,6,3.5,5
2018,2000,Da Nang,4000404,4,5,3,7.25,6.75,3
2018,2000,Da Nang,4000406,4.8,6.25,2.75,7,5.75,3.4
2018,2000,Da Nang,4000408,4.8,3,5.75,3.75,4,4.2
2018,2000,Da Nang,4000396,5.8,4,3.75,3.25,3.25,4
2018,2000,Da Nang,4000412,5.4,6,4.75,4.75,4,4
2018,2000,Da Nang,4000417,5.4,5,3,2,1.5,3.4
2018,2000,Da Nang,4000421,7.6,4.75,5.25,3,2.75,7
2018,2000,Da Nang,4000835,7.2,8.5,3,5.5,2.75,9
2018,2000,Da Nang,4000861,5.6,9.25,6.25,3.75,3.25,6.4
2018,2000,Da Nang,4000874,6.8,7.25,6,4.25,4.5,10
2018,2000,Da Nang,4002343,5,6.25,3.5,3,3.75,6.8
2018,2000,Da Nang,4002321,4.8,5,6.5,5.25,2.5,3.6
2018,2000,Da Nang,4002326,3.6,3,5,3,5.25,2.6
2018,2000,Da Nang,4002328,2.8,1.5,5.5,2,2.5,2.8
2018,2000,Da Nang,4002667,3.6,3.25,3,2.75,2.25,2.6
2018,2000,Da Nang,4002671,3,2.75,3,2,4.25,3.2
2018,2000,Da Nang,4002673,5,6,3.25,5,1.75,2.8
2018,2000,Da Nang,4000717,8.2,6.25,4.5,8.25,7.75,6.4
2018,2000,Da Nang,4002420,6.2,3.5,5.25,6.25,4.75,2.6
2018,2000,Da Nang,4002437,4.6,6.5,7.75,7.25,4.75,5
2018,2000,Da Nang,4002456,5,6,8.5,7.25,5.5,4.2
2018,2000,Da Nang,4002462,3.4,4.75,7.25,5.75,5.25,3.8
2018,2000,Da Nang,4002444,5.4,5.5,4,4.25,3.75,6.6
2018,2000,Da Nang,4002446,3.4,3.5,3.25,4.75,6.5,3.6
2018,2000,Da Nang,4002454,5.4,4.5,4.25,4.5,2.5,5.4
2018,2000,Da Nang,4002464,6.4,6.25,5,3.5,3.5,3
2018,2000,Da Nang,4002450,5,3.5,2.75,3.75,5,4.2
2018,2000,Da Nang,4002452,6.2,4.5,6,7,3.75,6
2018,2000,Da Nang,4002472,5.6,3,7.25,5.5,3.75,3.2
2018,2000,Da Nang,4002478,3.2,3,4.75,3.75,3.75,1.6
2018,2000,Da Nang,4002557,4.2,4,6.5,3.5,4,2.4
2018,2000,Da Nang,4002560,1.4,2.75,6.5,4.75,2.75,2.2
2018,2000,Da Nang,4002563,3.2,3.5,3.75,3,3.25,3.2
2018,2000,Da Nang,4002062,5.8,4,4.5,4,4.75,3
2018,2000,Da Nang,4002071,6.4,6,4,4,3.25,7.4
2018,2000,Da Nang,4002095,5,7.5,6.25,3,4.5,6.4
2018,2000,Da Nang,4002108,5.8,6.75,5,6.75,3.75,4.4
2018,2000,Da Nang,4002110,6,5,6.25,3.75,3.75,2.6
2018,2000,Da Nang,4002134,7.2,4,3.5,4,4.25,3.2
2018,2000,Da Nang,4002137,5,2.75,7,6.75,4.75,3.4
2018,2000,Da Nang,4002185,7.2,6.25,5.75,5.75,3.5,3.2
2018,2000,Da Nang,4002189,3.8,5,6.5,6.25,4.25,2.8
2018,2000,Da Nang,4002191,3.6,4.5,3.75,5.5,2,3.2
2018,2000,Da Nang,4002193,5.6,4,6,6.25,5.5,5.8
2018,2000,Da Nang,4002195,5.6,3.75,3.75,2.5,4,4.8
2018,2000,Da Nang,4002197,5.8,5.5,4.5,3.75,3,6.8
2018,2000,Da Nang,4002199,7.8,5.25,5,2.75,3,4.8
2018,2000,Da Nang,4002767,4.6,7,5.25,3.5,4.5,5
2018,2000,Da Nang,4002770,5.6,8.25,7.5,4.25,3.25,4.6
2018,2000,Da Nang,4002799,4.6,2.5,7.25,5.75,2.5,3
2018,2000,Da Nang,4000330,5.2,5.25,4,5.5,5,6.8
2018,2000,Da Nang,4000941,7.4,4,4.25,4,4.25,6
2018,2000,Da Nang,4000976,7.2,6.5,4,3,2.25,4.4
2018,2000,Da Nang,4000981,7.6,4.25,6.25,3.75,5,
2018,2000,Da Nang,4000989,8,5.25,8.5,6.75,4,7.8
2018,2000,Da Nang,4000972,6.8,7.5,7.75,8,8.25,8
2018,2000,Da Nang,4001019,7,8,2.5,8.5,8.75,9.4
2018,2000,Da Nang,4001003,7,5.25,5.75,8,7,8.2
2018,2000,Da Nang,4001016,7.4,4.25,6.5,3.25,5,4.6
2018,2000,Da Nang,4001026,8.2,6,6.5,6.5,4.75,5.6
2018,2000,Da Nang,4001030,6.6,7.5,7.75,5,4.75,5.8
2018,2000,Da Nang,4001036,6.8,7,4.25,8,8.25,8.8
2018,2000,Da Nang,4004629,5.2,6.75,3.25,9.25,7,2.4
2018,2000,Da Nang,4004632,3.2,4.75,5.5,6,5.25,2.6
2018,2000,Da Nang,4004609,2,3.75,6,3.5,4.25,2
2018,2000,Da Nang,4004611,3.8,4.5,3.75,2.5,3.5,3.2
2018,2000,Da Nang,4004615,3,1.25,3,4,3,2.6
2018,2000,Da Nang,4010266,6,2.75,4.5,5.25,4,3.2
2018,2000,Da Nang,4010285,5.2,3,6,4,3.75,3.8
2018,2000,Da Nang,4010199,5.8,5.5,2.75,2.5,3,5.8
2018,2000,Da Nang,4010102,6.4,4.25,4,4,5.25,4.2
2018,2000,Da Nang,4010106,5.4,3.25,3.5,2.25,2.5,3.4
2018,2000,Da Nang,4010274,5,4.5,4.25,5.25,3,4.2
2018,2000,Da Nang,4010282,7,4,4.25,5.5,4.25,7.8
2018,2000,Da Nang,4010294,5.4,5,6.25,3.25,3.25,2.8
2018,2000,Da Nang,4010311,4.8,5,4.5,3.5,4.75,5.6
2018,2000,Da Nang,4010314,6,6.25,6.25,5.25,3.75,7.8
2018,2000,Da Nang,4010316,5.6,4.25,5.25,4.5,5,8.6
2018,2000,Da Nang,4009915,4.4,4.5,4,6,5.25,4
2018,2000,Da Nang,4009967,6.2,5.25,2.75,4.5,4.75,5
2018,2000,Da Nang,4009969,6.8,2.75,3,5,5.75,4.8
2018,2000,Da Nang,4009971,4.6,4.5,4.5,3.5,4,5.6
2018,2000,Da Nang,4009975,4.6,6,5.75,4,5.25,3.4
2018,2000,Da Nang,4009979,6.4,2.75,4.75,5.25,4.5,7
2018,2000,Da Nang,4009963,6.2,4.25,4.75,3.5,2.75,4.4
2018,2000,Da Nang,4009977,4.8,3.75,5,4.25,4.5,3.2
2018,2000,Da Nang,4006037,6.6,6.75,7.5,3.75,2.25,4.4
2018,2000,Da Nang,4006041,5.8,5.5,5.5,3.5,4.5,4.2
2018,2000,Da Nang,4006043,7.2,7.25,4.75,5.25,4,7.2
2018,2000,Da Nang,4006049,6.2,4.25,4.5,6.75,5.5,4.2
2018,2000,Da Nang,4006067,6.4,8.5,2.25,4,4.5,5.6
2018,2000,Da Nang,4006053,6,7.5,4,6.25,5.5,6.8
2018,2000,Da Nang,4006055,4.2,4.25,6,3.25,4.75,4.4
2018,2000,Da Nang,4006057,3.4,4,5.5,6,4.75,3
2018,2000,Da Nang,4006063,5.8,4.25,4,3.75,3.25,1.6
2018,2000,Da Nang,4006433,6.2,5.25,4.5,3.75,4.25,2.4
2018,2000,Da Nang,4006445,4,5.75,2.75,4.5,3.75,3.2
2018,2000,Da Nang,4006451,4.8,5,3.5,4.5,4.5,2.6
2018,2000,Da Nang,4006457,3.2,2,5.25,6.25,4.25,2.2
2018,2000,Da Nang,4006058,6.6,6.25,,,,6.6
2018,2000,Da Nang,4006064,7.2,5.25,4.25,4,4.25,6.2
2018,2000,Da Nang,4005612,6.4,4.5,2.75,1.5,3.75,2.4
2018,2000,Da Nang,4006367,5.6,3.25,7,4.75,4.25,2.4
2018,2000,Da Nang,4006375,6.6,3,5.75,7,4.75,5
2018,2000,Da Nang,4006386,5.4,6.25,3.5,4.25,3.5,4
2018,2000,Da Nang,4006391,4,5.5,4.25,4.75,3.25,2.6
2018,2000,Da Nang,4006404,8,3.75,4.75,5.5,4.25,3.8
2018,2000,Da Nang,4007576,6.8,4.25,,,,8.4
2018,2000,Da Nang,4007581,3.6,4.75,,,,3.2
2018,2000,Da Nang,4007587,5.8,6.5,8,6.75,3.5,6.6
2018,2000,Da Nang,4007594,7,4,7.5,3,5,6.4
2018,2000,Da Nang,4007600,5.8,6.5,3,1.75,2.5,4.2
2018,2000,Da Nang,4007603,7.2,6.5,6.5,4.75,5.25,7.8
2018,2000,Da Nang,4007604,6.2,5.5,8.25,7.25,5.25,4
2018,2000,Da Nang,4007605,6,3.5,6.5,7,3.5,3
2018,2000,Da Nang,4007611,7,4.5,6.5,3.75,4,7.6
2018,2000,Da Nang,4007616,7,3,5.25,6,6.75,7.2
2018,2000,Da Nang,4007622,7.4,3.75,6,6.5,4,6.8
2018,2000,Da Nang,4007624,7,5.25,6.75,3.5,5.25,6.6
2018,2000,Da Nang,4008361,7.6,3.5,7.75,7,5,4.4
2018,2000,Da Nang,4008363,5.8,5.25,8.5,4,3.75,6.4
2018,2000,Da Nang,4008365,7.6,6.75,6.75,5,5,7.8
2018,2000,Da Nang,4008367,7.2,4.5,4.5,7.75,7.25,4.2
2018,2000,Da Nang,4008369,5.6,4,6,3.25,4,5
2018,2000,Da Nang,4008371,5.8,6.25,4.25,6.5,4.75,5.8
2018,2000,Da Nang,4008356,7.6,3.5,7.25,5.5,3.75,4.6
2018,2000,Da Nang,4008377,6.2,4.5,5,4.75,4,7.6
2018,2000,Da Nang,4008379,6.8,6,5,3.75,3.5,6.8
2018,2000,Da Nang,4008383,5.4,6,6.75,6.75,3.75,4.4
