Year,Birth_year,City,SBD,maths,Literature,Physics,Chemistry,Biology,Eng
2018,2000,Da Nang,4000466,6,4.75,4.5,3,4,3
2018,2000,Da Nang,4000496,4,6.5,6,4.75,4.5,4.2
2018,2000,Da Nang,4000505,3.4,3.25,3.5,4.5,4,1.6
2018,2000,Da Nang,4000524,4.8,3.25,5.25,4,3.25,1.8
2018,2000,Da Nang,4000738,6.8,5.5,4,4.75,4.25,3.6
2018,2000,Da Nang,4000741,8.4,6,4.5,3.75,6,8.6
2018,2000,Da Nang,4001396,4.2,3.5,8.5,5.75,5.75,3.8
2018,2000,Da Nang,4001502,3,3.5,6.25,6.5,3,2.2
2018,2000,Da Nang,4001526,3.2,5,7,10,6.25,2.8
2018,2000,Da Nang,4003833,5.8,5.75,6.25,5.25,6.25,5.4
2018,2000,Da Nang,4003801,6,3.5,7.25,3.75,4,5.2
2018,2000,Da Nang,4003803,6,4.75,6.75,4.5,4,3.2
2018,2000,Da Nang,4003822,6.8,5.75,7.5,5,6.5,4.4
2018,2000,Da Nang,4003847,7,5.5,4.75,5.25,3,4.2
2018,2000,Da Nang,4003871,5.4,5,5.5,4.5,3.5,3.4
2018,2000,Da Nang,4003875,5,5,2.75,7.25,7,3.8
2018,2000,Da Nang,4003838,5.6,5.5,6.25,7.5,4.75,5
2018,2000,Da Nang,4004232,6,5.5,4.75,6.75,5.25,2.4
2018,2000,Da Nang,4004234,3,1.5,4.25,4.5,5,2.6
2018,2000,Da Nang,4004242,4.8,3.5,4,5,3,2.4
2018,2000,Da Nang,4004248,6,6.5,4,5,4.5,3.8
2018,2000,Da Nang,4004255,6.2,3.5,,,,4.2
2018,2000,Da Nang,4004259,3.6,4.5,3.75,3,2,3
2018,2000,Da Nang,4010197,6.4,4.75,7.25,6.5,5,6.4
2018,2000,Da Nang,4010201,5.2,4.75,3.75,4.25,6.25,3.2
2018,2000,Da Nang,4010178,6.2,4.5,2.25,3.25,3.25,3.2
2018,2000,Da Nang,4010180,4.8,2.5,5.5,3.5,3.5,9
2018,2000,Da Nang,4010182,6.4,4.75,3.25,5,5.75,4
2018,2000,Da Nang,4010184,7,5,5,3.5,3.25,3.8
2018,2000,Da Nang,4010186,6,4.5,2.5,4.25,2.25,3.6
2018,2000,Da Nang,4010190,5.8,3.25,3.5,6,7.25,3.4
2018,2000,Da Nang,4010192,5.2,3.75,4.5,7.25,3.5,4
2018,2000,Da Nang,4010205,6,5.5,7,6.75,5.5,5.2
2018,2000,Da Nang,4010241,5,5,3.5,5.25,4,4
2018,2000,Da Nang,4010243,5.4,3,2.5,2.75,3.5,5.4
2018,2000,Da Nang,4010246,7.2,4,6.25,6.75,3.5,2.6
2018,2000,Da Nang,4010255,5.6,3.75,3.5,4.5,3.75,4.4
2018,2000,Da Nang,4010257,7.2,4.75,6,4,3.75,5.6
2018,2000,Da Nang,4010259,5.6,3,5.75,6.5,4.5,3.4
2018,2000,Da Nang,4010261,5.2,4,5,3,3.5,3.6
2018,2000,Da Nang,4009680,6.8,4.5,7,8.25,4.5,6
2018,2000,Da Nang,4009683,7,7,4,3.5,4.5,5.8
2018,2000,Da Nang,4009695,5.6,3.75,5.5,5.25,2.75,2.8
2018,2000,Da Nang,4009675,6.2,6,5.75,7,3.5,6.6
2018,2000,Da Nang,4009691,5.6,4,7.5,7.25,4.25,5.8
2018,2000,Da Nang,4009697,5.2,2.75,5.75,4.5,3.25,1.8
2018,2000,Da Nang,4009699,6.2,4,6.25,5.75,4,6
2018,2000,Da Nang,4009701,7.6,3,6,3.5,2.25,6.6
2018,2000,Da Nang,4009703,6.8,2.25,2.75,5.5,3,6.4
2018,2000,Da Nang,4009705,5.6,4,6.25,7.5,4,4.4
2018,2000,Da Nang,4009707,6.8,5.25,7.5,4.25,5,5.2
2018,2000,Da Nang,4009709,4.6,2,5.75,6.75,4.25,4.6
2018,2000,Da Nang,4009711,5.4,4,5.5,6.25,3.75,4.8
2018,2000,Da Nang,4009713,5,5,5,7.5,3.75,5.4
2018,2000,Da Nang,4009715,5.2,3.75,3,4.25,2.5,4.4
2018,2000,Da Nang,4009724,5.6,4.25,6.25,5,3,2.4
2018,2000,Da Nang,4009717,6.6,4,5,3.75,3,5.6
2018,2000,Da Nang,4006434,3.4,5,3,5.5,6,3.2
2018,2000,Da Nang,4006439,4.4,4.5,6,6,3.5,3
2018,2000,Da Nang,4006442,3.8,5,5.25,5.25,2,4.2
2018,2000,Da Nang,4006469,6,6,3.75,4,2.75,3.6
2018,2000,Da Nang,4006470,6,6,,,,3.6
2018,2000,Da Nang,4006485,2.8,2.5,,,,1.8
2018,2000,Da Nang,4005875,6.4,6,5.25,4.25,4.25,5
2018,2000,Da Nang,4005877,5.2,5,5,5.25,4.25,3.2
2018,2000,Da Nang,4005863,5.2,4.25,3,3.5,5,3.8
2018,2000,Da Nang,4005866,6.6,5.75,6.75,2.5,3.5,4.4
2018,2000,Da Nang,4005869,6,5,5,4.75,3,3.4
2018,2000,Da Nang,4005902,3.8,4.25,3.5,4.75,5.5,3.8
2018,2000,Da Nang,4005881,6.4,5.25,7,6.25,5.5,3.8
2018,2000,Da Nang,4005883,3.8,5.75,4.75,4.25,4.5,2.8
2018,2000,Da Nang,4005887,6,4,3.25,2.75,2.5,2.4
2018,2000,Da Nang,4005891,7,5,6.5,5.5,3.25,3.2
2018,2000,Da Nang,4006487,5.4,6,2.5,4.25,2.75,4.2
2018,2000,Da Nang,4008035,5.4,3.75,5,4.25,3.25,6
2018,2000,Da Nang,4008047,5,7.75,6.25,5.75,2.75,5
2018,2000,Da Nang,4008052,5.8,6.5,4,3.25,3.5,6
2018,2000,Da Nang,4008056,7,5.25,4.5,2.5,5,4.2
2018,2000,Da Nang,4008074,7.8,7,1.75,3.25,4.5,6.4
2018,2000,Da Nang,4008077,5.2,6.5,6.5,5.5,4.25,7
2018,2000,Da Nang,4008079,6,5,6.25,6.25,2.75,6.2
2018,2000,Da Nang,4008083,7.2,4.25,6.75,3.25,3,7.6
2018,2000,Da Nang,4008089,7,4.25,3.75,5.75,3.5,2.6
2018,2000,Da Nang,4008093,6.8,6,5,4.75,4.5,5.6
2018,2000,Da Nang,4007957,5.6,6.75,7.75,6,6.5,6.8
2018,2000,Da Nang,4007964,6.2,4,4.5,8.75,6,3.6
2018,2000,Da Nang,4007970,6.4,6,6.25,4.5,5,7.8
2018,2000,Da Nang,4007973,6.4,6.25,6.75,8.5,5.75,3.8
2018,2000,Da Nang,4007992,5,5.25,6.25,6.75,4.25,5.4
2018,2000,Da Nang,4007994,5.6,5,7.25,4,5.5,7.2
2018,2000,Da Nang,4007597,7.4,7,6.25,6.75,4.75,5
2018,2000,Da Nang,4007609,8,5.25,5,3.25,4.25,8.2
2018,2000,Da Nang,4007615,7.8,6,4,3,4,8.6
2018,2000,Da Nang,4007626,6.8,6,7.25,6.5,3.25,4
2018,2000,Da Nang,4007628,5.4,5.25,7.75,4,5,5.8
2018,2000,Da Nang,4007630,5.6,6,8.25,3.75,5.25,6.8
2018,2000,Da Nang,4007638,5,6.25,4.75,6.5,3,4.6
2018,2000,Da Nang,4007617,7.2,5.5,5,3.75,3.75,5.4
2018,2000,Da Nang,4007619,6.8,4.5,6.25,5.75,5.25,6.2
2018,2000,Da Nang,4007640,8.2,4.75,6,3.5,4,7.2
2018,2000,Da Nang,4007646,6.4,3.75,6.5,7.25,5,7
2018,2000,Da Nang,4008463,5.2,4.5,6.5,6.25,4,7
2018,2000,Da Nang,4008484,7.8,8.5,6.75,5.5,3.25,9
2018,2000,Da Nang,4008486,5.2,4,4.75,6.75,5.5,5
2018,2000,Da Nang,4008510,4.4,5.5,5.75,3,3.75,3.6
2018,2000,Da Nang,4008513,7,5.75,5.75,5,6.25,7.4
2018,2000,Da Nang,4008526,7.8,7.25,2.25,5,7.5,8.6
2018,2000,Da Nang,4002647,3.4,5.25,4.75,4.5,6.5,2.4
2018,2000,Da Nang,4002658,4.6,6.25,6.5,3.75,3.75,4.4
2018,2000,Da Nang,4002661,4,5.5,7.75,3.75,5,3.6
2018,2000,Da Nang,4003267,3.8,2.75,5.5,5.5,5.75,3.4
2018,2000,Da Nang,4003271,4,5,4.75,4.25,4.5,3.2
2018,2000,Da Nang,4003288,5.4,5.5,5.25,6.25,3,4
2018,2000,Da Nang,4003294,4.4,4.25,3.75,3.5,4,3.2
2018,2000,Da Nang,4003308,6.2,5,3.25,3.25,4.25,1.8
2018,2000,Da Nang,4003315,4.2,3.5,5.75,4.25,3,4
2018,2000,Da Nang,4003297,4.8,5.5,4.5,2.75,5,4.8
2018,2000,Da Nang,4003306,7,6.5,6.5,6,4,2.6
2018,2000,Da Nang,4008772,5.6,7.25,4,2,3.25,
2018,2000,Da Nang,4008782,5.4,6,4,1.75,3.25,4.6
2018,2000,Da Nang,4008785,4.4,5,3.25,3.75,3.75,6.4
2018,2000,Da Nang,4001453,5.2,5.5,2.5,4,4,4.4
2018,2000,Da Nang,4001454,3.2,2.25,2.75,4.5,4.5,2.4
2018,2000,Da Nang,4003100,5.2,4.5,3.5,3.5,3.75,4
2018,2000,Da Nang,4003105,5.6,2.75,4.75,8.5,7.75,2.6
2018,2000,Da Nang,4003107,5.2,5.5,4.25,4,4.25,2.2
2018,2000,Da Nang,4000952,6.6,4,3.75,3.25,3.75,5.2
2018,2000,Da Nang,4000960,7.6,5,4.25,5,4,
2018,2000,Da Nang,4000971,6.2,7,3.25,4,4.75,4.8
2018,2000,Da Nang,4000974,8,7.5,2.5,7.25,8,9.2
2018,2000,Da Nang,4000977,5.2,7,2.5,6.75,7.5,5.2
2018,2000,Da Nang,4000986,6.4,4,6,5.25,7.75,9.2
2018,2000,Da Nang,4000991,7.8,6,8.25,5,3,6.6
2018,2000,Da Nang,4000606,7,8.25,3,6.25,7.75,9.8
2018,2000,Da Nang,4000613,6.4,5,6.75,3.5,3.5,6
2018,2000,Da Nang,4000623,5.2,6.75,4.75,6,7.25,9.2
2018,2000,Da Nang,4000753,7.2,6.75,5.25,5.75,4.75,8.2
2018,2000,Da Nang,4000756,6.4,6.25,6.5,6,5,
2018,2000,Da Nang,4000728,7.6,5,4.75,4.5,2.75,9
2018,2000,Da Nang,4000735,7.6,5,6,7.5,7,4.8
2018,2000,Da Nang,4000744,8,6.5,5,3.5,5.25,3.8
2018,2000,Da Nang,4000747,6.6,5,7.75,4.25,4.5,8.2
2018,2000,Da Nang,4000772,6.6,7,3.5,7.75,7.25,7.2
2018,2000,Da Nang,4001047,4.2,5,8,8.25,3,3.8
2018,2000,Da Nang,4001063,5.2,8,5.5,3.75,4.75,4.2
2018,2000,Da Nang,4001124,3.4,4.25,4,7.5,8.25,3.2
2018,2000,Da Nang,4001979,7,5,7,7.25,4,7.6
2018,2000,Da Nang,4001985,4.4,3.75,6.75,6.75,3,4.4
2018,2000,Da Nang,4002403,7.6,3,7.75,6.25,3.75,2.6
2018,2000,Da Nang,4002409,5.8,6.75,6.25,2.75,3.5,6.6
2018,2000,Da Nang,4002415,5.2,4.25,3.75,4.5,3.25,5.4
2018,2000,Da Nang,4002438,5,3.75,6.5,5.25,4.75,3
2018,2000,Da Nang,4002449,7.4,5,4.25,4.25,4,5.2
2018,2000,Da Nang,4002461,6.2,5,3.5,3.75,4.75,3.2
2018,2000,Da Nang,4002488,5.2,3.5,4.5,4.75,4.5,3.2
2018,2000,Da Nang,4002508,6,5,6,6.25,3.75,3.4
2018,2000,Da Nang,4002969,5.6,4.5,5.75,4.5,4.75,4.4
2018,2000,Da Nang,4002971,3.2,1.75,4.25,4.75,2.75,3.2
2018,2000,Da Nang,4002983,4.4,2.25,4.5,4,3.5,2.8
2018,2000,Da Nang,4004527,3.8,4,2.5,3.5,3.75,2.8
2018,2000,Da Nang,4004530,3,4.5,3.75,3.25,4,3.2
2018,2000,Da Nang,4010265,5.6,4.5,3.25,3.25,4.25,5.6
2018,2000,Da Nang,4010267,7.2,3.75,2.5,2.5,2.5,3.4
2018,2000,Da Nang,4010269,4.8,5.25,2.75,2.25,1.5,2
2018,2000,Da Nang,4010273,5.4,4,5.25,6,4,5.2
2018,2000,Da Nang,4010250,5.4,5,5.5,6,3,2.6
2018,2000,Da Nang,4010252,6.2,4.75,3.75,3.5,3.75,4.6
2018,2000,Da Nang,4010286,5.6,6.25,4,3.5,6.25,3.2
2018,2000,Da Nang,4010289,4.6,4.25,5.25,2,3.75,4
2018,2000,Da Nang,4010275,7.4,5,6,4.5,4.25,5.6
2018,2000,Da Nang,4010278,5.4,4,5,3.5,3.5,3.2
2018,2000,Da Nang,4010336,5.4,3.25,4.5,3,4,2.8
2018,2000,Da Nang,4010320,5.8,6.5,4.25,4,4.25,5.4
2018,2000,Da Nang,4010323,4.2,4.75,6.5,5.25,2.75,4
2018,2000,Da Nang,4010330,6.2,4,2,6,6,6.2
2018,2000,Da Nang,4010333,5.8,6,5.75,6.75,4.25,5.6
2018,2000,Da Nang,4009973,6,5.25,3.5,4,4,3.2
2018,2000,Da Nang,4009719,5.6,3.75,6.25,3.25,4,3
2018,2000,Da Nang,4009727,6.6,3,6.5,4.25,4.5,7.2
2018,2000,Da Nang,4009512,6.6,3,6.5,6.5,3.75,6.2
2018,2000,Da Nang,4009519,6.8,5,5,5.25,4.5,6.2
2018,2000,Da Nang,4009525,4.8,3.5,6.75,5.5,4.25,3.6
2018,2000,Da Nang,4009505,6.4,2.75,6.75,6.25,4.25,7
2018,2000,Da Nang,4009511,3.4,5.25,5,3.5,4,8.6
2018,2000,Da Nang,4009514,5.6,5,4.5,3.75,4.25,4.2
2018,2000,Da Nang,4009515,5.4,4.75,4,7,2.25,2.4
2018,2000,Da Nang,4009528,7,3.5,4.5,6.5,6,4.8
2018,2000,Da Nang,4009531,4.2,3.5,6.5,6.25,5.5,2.6
2018,2000,Da Nang,4009534,6.8,5,4.75,4.75,2.75,7.2
2018,2000,Da Nang,4009540,6.2,4.25,3.75,5.75,5.25,4.8
2018,2000,Da Nang,4009543,5,4.75,4.25,3.25,2.75,3.8
2018,2000,Da Nang,4005703,7.6,5,5.25,4.75,3.25,2.8
2018,2000,Da Nang,4005721,5.4,4,3.5,4.5,3.5,2.6
2018,2000,Da Nang,4005728,6.2,5,4.75,3,5.25,4.2
2018,2000,Da Nang,4006488,3.8,3.25,5.75,7.25,4,2.6
2018,2000,Da Nang,4006073,5.2,6,3,2.5,4.25,4.4
2018,2000,Da Nang,4006076,5.2,5,6,5.25,3,3.2
2018,2000,Da Nang,4006092,5.4,5,,,,3.6
2018,2000,Da Nang,4006098,4.8,2.75,5.75,5.5,3.5,2.6
2018,2000,Da Nang,4006129,6.6,5.25,5,6.5,3.25,2.4
2018,2000,Da Nang,4006137,5,5.75,3.75,5,4.25,2.6
2018,2000,Da Nang,4006142,5.4,5.25,3,3.5,3.5,4
2018,2000,Da Nang,4006148,5.2,6,5.75,5.25,5.5,4.2
2018,2000,Da Nang,4006158,3.4,3.75,,,,3.2
2018,2000,Da Nang,4006165,4.8,5,,,,4.4
2018,2000,Da Nang,4006171,6,4.5,2.5,3.75,5.25,2.4
2018,2000,Da Nang,4005900,7.2,5.75,,,,3.2
2018,2000,Da Nang,4005901,6.2,3.75,,,,2.6
2018,2000,Da Nang,4005907,7.2,7.5,4.25,3,4.25,2.8
2018,2000,Da Nang,4005909,6.2,5.5,7.25,6.75,4.5,4.6
2018,2000,Da Nang,4005916,5.6,4.25,3.25,3,4.5,3.2
2018,2000,Da Nang,4007976,7.2,4.5,7.25,6.25,6.25,5
2018,2000,Da Nang,4007978,6.8,5,5,5.25,4,4
2018,2000,Da Nang,4007980,6.8,6,5.75,5,3.5,3.4
2018,2000,Da Nang,4007986,6.2,5.5,4,6.25,6,5.2
2018,2000,Da Nang,4007996,6,6.5,6.75,6,4.75,5.8
2018,2000,Da Nang,4007998,6.4,7.5,4.25,6.5,6.75,5.6
2018,2000,Da Nang,4007984,5.8,5.75,8.25,7.5,7,7.2
2018,2000,Da Nang,4008001,6,4.5,5.75,6.5,4.75,6.8
2018,2000,Da Nang,4008007,7.6,6,6.5,4.5,2.5,8.6
2018,2000,Da Nang,4008321,7.2,5,6.75,5.5,5.5,4.4
2018,2000,Da Nang,4008322,5,5.25,5.5,6,3.75,5
2018,2000,Da Nang,4008306,6.2,6.5,6.5,3.75,3,7.8
2018,2000,Da Nang,4008309,7,7.5,8.5,7.25,3.5,7.2
2018,2000,Da Nang,4008312,6.2,7.75,5,5.25,5.25,5
2018,2000,Da Nang,4008315,6.4,6.25,5.5,4.75,4.75,6.6
2018,2000,Da Nang,4008318,5.6,5.25,6.5,7.5,5.25,7.6
2018,2000,Da Nang,4008324,7.6,5,6.75,6.5,5.5,6.8
2018,2000,Da Nang,4008529,6.6,4,5,5.75,4.75,7.6
2018,2000,Da Nang,4008531,6.8,5.5,5,3.5,4.5,3.8
2018,2000,Da Nang,4008534,6,7,6.25,4.5,3.25,5.8
2018,2000,Da Nang,4008546,8,6.5,7.5,4.25,4.75,6.4
2018,2000,Da Nang,4008550,7.2,6,5,6,5.75,6.2
2018,2000,Da Nang,4008145,5,2.25,5.75,4.25,4,3.8
2018,2000,Da Nang,4008150,6,8.25,7.25,7.25,3.75,7.4
2018,2000,Da Nang,4007648,6.2,4,7,4.25,4.25,5.4
2018,2000,Da Nang,4007650,7.8,6,,,,6.8
2018,2000,Da Nang,4007661,5.2,4,,,,4.2
2018,2000,Da Nang,4007667,6,4.75,3.5,7,7.5,3.4
2018,2000,Da Nang,4007674,7.8,5,6.25,6.5,7.25,4.8
2018,2000,Da Nang,4007690,7.4,5.5,3.75,3.75,4.5,7.4
2018,2000,Da Nang,4007693,6.2,6,4.5,4,4.5,6.4
2018,2000,Da Nang,4007695,8.4,4.5,4.75,8.25,6.5,4.6
2018,2000,Da Nang,4007698,6.2,4.75,6.5,4,3.25,6.4
2018,2000,Da Nang,4007659,6.6,6.25,4.25,5.5,4.75,9.2
2018,2000,Da Nang,4002731,3.6,2.5,8,7,5.5,2.4
2018,2000,Da Nang,4002734,4.8,3.75,7,2.5,5,2.2
2018,2000,Da Nang,4002747,2.8,4,7.75,6.75,6,3.4
2018,2000,Da Nang,4003316,6,4,3,3,2.75,3.6
2018,2000,Da Nang,4003318,7.2,5.5,4.75,4.25,3,4
2018,2000,Da Nang,4003321,5.6,6.25,4,3.5,3.5,2.8
2018,2000,Da Nang,4008710,6,7,4.75,4.25,3.75,7.2
2018,2000,Da Nang,4008687,4.2,6.25,5.75,5.5,4,4
2018,2000,Da Nang,4008690,6.4,7.25,4.5,4.25,5.5,6.6
2018,2000,Da Nang,4000427,5,5.25,4.75,4.5,4.5,2.6
2018,2000,Da Nang,4000413,4.8,4.75,4.5,5.5,5,4.2
2018,2000,Da Nang,4000416,6,6.5,3.25,3.75,3.75,5.4
2018,2000,Da Nang,4000419,5.8,6,3.75,2.5,3.75,4.4
2018,2000,Da Nang,4000422,5,3.5,4.75,5.25,3.75,2.4
2018,2000,Da Nang,4000423,3.6,4.5,6.25,5,4.5,4.8
2018,2000,Da Nang,4001046,5.6,6,7,3.75,3.5,4.4
2018,2000,Da Nang,4001048,5,3.75,4.5,3.75,3.5,5
2018,2000,Da Nang,4001052,5.8,6.5,2.5,3.25,2.25,3.8
2018,2000,Da Nang,4003165,5,3,4,5.5,3.25,3.2
2018,2000,Da Nang,4003168,6.2,3.5,4,5.75,3.5,2.8
2018,2000,Da Nang,4003171,7,6,3.5,4.5,3.25,7
2018,2000,Da Nang,4003179,4.6,4,2.25,2.75,2.75,4.6
2018,2000,Da Nang,4003183,6.4,3.75,5.5,3.5,5.25,2.8
2018,2000,Da Nang,4003186,4.8,4,6,5.25,4.5,1
2018,2000,Da Nang,4008217,5,6,3.25,3,5.25,4.2
2018,2000,Da Nang,4008235,5.4,6.25,7.25,6.5,4,7.2
2018,2000,Da Nang,4008241,7.2,6.25,2.75,2.25,3.25,5.2
2018,2000,Da Nang,4000326,6.6,1.75,4,3.5,4.25,3
2018,2000,Da Nang,4000842,8.6,4.5,7.5,6.75,3.75,6.4
2018,2000,Da Nang,4000850,8.4,5.5,5,6.75,5.25,5.4
2018,2000,Da Nang,4000869,8.2,6.5,5.5,6,1.75,8.8
2018,2000,Da Nang,4000882,8,7,7.5,8.75,5.75,7.6
2018,2000,Da Nang,4000890,7,7.5,8.5,9.75,4,5.6
2018,2000,Da Nang,4000910,6.8,7.25,9,8.75,3.75,7.6
2018,2000,Da Nang,4000925,5.6,6.5,5.75,7.75,8.75,6.6
2018,2000,Da Nang,4000955,7.2,5.5,6.75,6.75,4.25,
2018,2000,Da Nang,4000498,4,2.25,,,,4.8
2018,2000,Da Nang,4000501,2.4,2.5,6.5,4.75,4,3
2018,2000,Da Nang,4000516,5.2,2.75,5.5,7.75,8.25,4.6
2018,2000,Da Nang,4000523,5,6,2.75,2.75,2.75,1
2018,2000,Da Nang,4000949,9,7.5,7.5,4.5,6,6.6
2018,2000,Da Nang,4000985,8,5.75,5.75,5,3.5,5.6
2018,2000,Da Nang,4000988,6.4,5.5,8,4,5.5,8.6
2018,2000,Da Nang,4001412,4.6,7,,,,5.2
2018,2000,Da Nang,4001416,3,2.25,4,9.25,9,3.4
2018,2000,Da Nang,4001418,5.2,6.5,4.75,5.5,6.5,3.6
2018,2000,Da Nang,4009912,3.2,5.75,3.25,3,3.75,2.4
2018,2000,Da Nang,4009926,4.8,6.5,4.25,2.75,5.75,
2018,2000,Da Nang,4010100,6.2,4,1.25,2.75,4.5,5.6
2018,2000,Da Nang,4010119,4.6,3.5,2.75,2,3.5,5
2018,2000,Da Nang,4010131,5,3.25,,,,3.6
2018,2000,Da Nang,4010137,6,6,3.5,4.5,4,3.4
2018,2000,Da Nang,4010147,5.4,3.5,4.25,4,4,5.2
2018,2000,Da Nang,4010149,7.4,4.75,4,3.75,2.75,5
2018,2000,Da Nang,4010157,5.4,4.25,5,5.75,3.75,5.8
2018,2000,Da Nang,4010189,6,4.25,3,3,2.5,2.6
2018,2000,Da Nang,4010194,4.2,4,7,7,3.5,2.8
2018,2000,Da Nang,4010207,4,4,5.25,2.5,3.25,6
2018,2000,Da Nang,4010213,4.8,4.25,4,4.75,2.25,4.6
2018,2000,Da Nang,4009940,3.8,5.5,2.25,4,4,6.2
2018,2000,Da Nang,4005722,5.4,6.5,3,3.75,4,2.4
2018,2000,Da Nang,4005731,6.4,4.5,4.5,4,2.75,2.4
2018,2000,Da Nang,4005734,6.8,4.25,5,5.75,5.5,3
2018,2000,Da Nang,4005785,5.8,5.75,2.75,4,5,5
2018,2000,Da Nang,4005800,5.2,6.25,2.5,5,4.5,4.2
2018,2000,Da Nang,4005811,7.2,5.5,7.25,6.5,3.5,3.6
2018,2000,Da Nang,4005770,3.6,3.75,6,6,4.25,2.8
2018,2000,Da Nang,4005781,4.6,6.5,3.25,5.5,5.75,2.8
2018,2000,Da Nang,4005789,4,3.75,5.25,7.5,6.75,2.8
2018,2000,Da Nang,4005790,7,6,4.5,4.25,3.5,6.4
2018,2000,Da Nang,4005795,5.6,3.25,4.25,3.25,3.5,4.8
2018,2000,Da Nang,4005802,6.2,5.5,6.25,5,2.25,6.2
2018,2000,Da Nang,4005729,7.6,5.5,6.25,4.75,4.25,4.4
2018,2000,Da Nang,4005741,4.8,5.25,4,3.5,3.75,2.6
2018,2000,Da Nang,4005747,6.2,5.5,7.5,7.5,6,3.6
2018,2000,Da Nang,4005743,3.2,1.75,7.75,7.5,3.25,2.4
2018,2000,Da Nang,4008339,6.6,5.25,6,4,4.5,4
2018,2000,Da Nang,4008341,6.8,4.5,5.75,6.75,2.75,3.8
2018,2000,Da Nang,4008343,7.4,5.75,3.5,1.75,3,5.2
2018,2000,Da Nang,4008345,6.2,5.5,6.75,6.75,1.5,3.8
2018,2000,Da Nang,4008347,6,4.5,6,5.75,3,4.6
2018,2000,Da Nang,4008326,7,5,8.5,7.75,3.5,3.2
2018,2000,Da Nang,4008328,7,5,6.75,6.5,2.25,3.8
2018,2000,Da Nang,4008330,5.2,7.75,3.75,4.75,3.75,9.2
2018,2000,Da Nang,4008332,6.2,5.5,7,6.5,3.25,8
2018,2000,Da Nang,4008334,6.4,8,7.25,6.5,3,8.6
2018,2000,Da Nang,4008336,5,4,7,2.75,3.75,6.4
2018,2000,Da Nang,4008350,5.6,6,6.5,5.5,3,6
2018,2000,Da Nang,4008353,6.8,7.25,7,4,3.75,7.6
2018,2000,Da Nang,4008097,6.6,7,5.25,2.75,4,8.8
2018,2000,Da Nang,4008100,7.4,7,5.75,4.25,3.5,7.2
2018,2000,Da Nang,4008101,5.8,7,2.75,6.5,6.5,6
2018,2000,Da Nang,4008102,6.6,6.25,6,3,3.75,6
2018,2000,Da Nang,4007641,7,3,7.25,3.5,4,4.6
2018,2000,Da Nang,4007644,6.4,3.5,6,2.5,3.25,5.4
2018,2000,Da Nang,4007647,7.6,4,3,7,8.25,6.6
2018,2000,Da Nang,4007649,6.4,5,5.75,7.75,5,4.8
2018,2000,Da Nang,4007651,7.6,4.75,3.75,7.5,8,8.6
2018,2000,Da Nang,4007653,6.6,6.75,3,6.75,7.75,6.4
2018,2000,Da Nang,4007663,6.6,6,7.25,7.75,6,6.2
2018,2000,Da Nang,4007677,7.4,5,7.25,4.5,4.5,3.6
2018,2000,Da Nang,4007680,8.2,5.25,7.5,6.25,5.25,4.8
2018,2000,Da Nang,4007686,7.6,5.25,3.25,2.75,2.75,8.4
2018,2000,Da Nang,4007671,7,4.5,7.5,9,5.5,2.8
2018,2000,Da Nang,4007673,6.2,6,7.5,8.5,4.25,6
2018,2000,Da Nang,4007669,6.2,5,6.75,4.25,5,4
2018,2000,Da Nang,4008170,6.2,7,5.25,6.5,4,5.8
2018,2000,Da Nang,4008171,4.6,6.5,6.25,4.25,1.5,3.2
2018,2000,Da Nang,4008175,3.4,3,5,6,3.75,2.2
2018,2000,Da Nang,4003230,6.8,4.5,3.5,3,2.5,4.8
2018,2000,Da Nang,4003233,5.6,4.5,2.25,3,2.25,4.6
2018,2000,Da Nang,4003236,4.8,2.75,6.25,5.25,4.25,3.8
2018,2000,Da Nang,4003238,7.2,3,7,5,5,3.2
2018,2000,Da Nang,4003241,5.2,4.75,7.25,3.25,3.75,2.8
2018,2000,Da Nang,4008731,6.2,6.25,3.25,2,3.75,5.6
2018,2000,Da Nang,4008734,2.4,3.5,5.75,4,4.75,4.2
2018,2000,Da Nang,4008712,4.6,7,5,5.25,4.5,3.4
2018,2000,Da Nang,4000439,5.4,4,5.25,3.25,5,3.2
2018,2000,Da Nang,4000442,6.4,6,4.5,4.5,5.25,5.4
2018,2000,Da Nang,4000444,6.4,6.5,4.25,4,3,4.8
2018,2000,Da Nang,4000446,4.6,4,4.25,3.5,4.5,2.2
2018,2000,Da Nang,4000448,6.4,4,4.25,2.75,3.25,4
2018,2000,Da Nang,4000450,5.6,5.75,3,5.5,6.5,5.2
2018,2000,Da Nang,4000452,6.4,4,3.25,3.25,4.5,4.4
2018,2000,Da Nang,4000454,6.4,5.25,5,4,4.5,5.4
2018,2000,Da Nang,4000434,6.2,4.75,5,3,3,2.6
2018,2000,Da Nang,4001031,5.4,6,4,4.75,2.75,
2018,2000,Da Nang,4000703,7,7.75,8.25,4.25,4.25,
2018,2000,Da Nang,4000602,3,1.75,4.75,6,3.25,
2018,2000,Da Nang,4000618,2.4,5.25,2.5,6,7.75,
2018,2000,Da Nang,4000624,1.2,2,5.75,6.5,5.5,
2018,2000,Da Nang,4002009,4,5.75,5,4.25,4.25,6
2018,2000,Da Nang,4002016,6,4,4.5,4.25,2.75,3.8
2018,2000,Da Nang,4002060,4.2,5.25,5.75,4.75,3.25,3.6
2018,2000,Da Nang,4002066,6.4,6,4.75,3.75,4.5,7
